# RA (deg) | DEC (deg)
88.7917  7.4069 #Betelgeuse
78.6333 -8.2017 #Rigel
81.2833  6.3497 #Bellatrix
83.0000 -0.2992 #Mintaka
84.0542 -1.2019 #Alnilam
85.1875 -1.9425 #Alnitak
86.9375 -9.6697 #Saiph
