# X position, Y position, Z position, X direction, Y direction, Z direction, Intensity
-0.93397762 -0.20897322 -0.28985512 0.00733984 -0.99997047 0.00227788 0.99965703
-0.93397762 -0.20897322 0.28985512 0.00733984 -0.99997047 -0.00227788 0.99965703
-0.86950999 -0.10297742 -0.48306110 0.01548010 -0.99984319 0.00860006 0.99038025
-0.86950999 -0.10297742 0.48306110 0.01548010 -0.99984319 -0.00860006 0.99038025
-0.48306110 -0.10297742 -0.86950999 0.00860006 -0.99984319 0.01548010 0.99038025
-0.48306110 -0.10297742 0.86950999 0.00860006 -0.99984319 -0.01548010 0.99038025
-0.28985512 -0.20897322 -0.93397762 0.00227788 -0.99997047 0.00733984 0.99965703
-0.28985512 -0.20897322 0.93397762 0.00227788 -0.99997047 -0.00733984 0.99965703
0.28985512 -0.20897322 -0.93397762 -0.00227788 -0.99997047 0.00733984 0.99965703
0.28985512 -0.20897322 0.93397762 -0.00227788 -0.99997047 -0.00733984 0.99965703
0.48306110 -0.10297742 -0.86950999 -0.00860006 -0.99984319 0.01548010 0.99038025
0.48306110 -0.10297742 0.86950999 -0.00860006 -0.99984319 -0.01548010 0.99038025
0.86950999 -0.10297742 -0.48306110 -0.01548010 -0.99984319 0.00860006 0.99038025
0.86950999 -0.10297742 0.48306110 -0.01548010 -0.99984319 -0.00860006 0.99038025
0.93397762 -0.20897322 -0.28985512 -0.00733984 -0.99997047 0.00227788 0.99965703
0.93397762 -0.20897322 0.28985512 -0.00733984 -0.99997047 -0.00227788 0.99965703
-0.81589541 -0.16279369 -0.55480888 -0.04915016 -0.99823205 -0.03342211 0.25572600
-0.81589541 -0.16279369 0.55480888 -0.04915016 -0.99823205 0.03342211 0.25572600
-0.55480888 -0.16279369 -0.81589541 -0.03342211 -0.99823205 -0.04915016 0.25572600
-0.55480888 -0.16279369 0.81589541 -0.03342211 -0.99823205 0.04915016 0.25572600
0.55480888 -0.16279369 -0.81589541 0.03342211 -0.99823205 -0.04915016 0.25572600
0.55480888 -0.16279369 0.81589541 0.03342211 -0.99823205 0.04915016 0.25572600
0.81589541 -0.16279369 -0.55480888 0.04915016 -0.99823205 -0.03342211 0.25572600
0.81589541 -0.16279369 0.55480888 0.04915016 -0.99823205 0.03342211 0.25572600
-0.70072478 -0.53097960 -0.47649285 0.27324397 -0.94382938 0.18580590 0.05965895
-0.70072478 -0.53097960 0.47649285 0.27324397 -0.94382938 -0.18580590 0.05965895
-0.47649285 -0.53097960 -0.70072478 0.18580590 -0.94382938 0.27324397 0.05965895
-0.47649285 -0.53097960 0.70072478 0.18580590 -0.94382938 -0.27324397 0.05965895
0.47649285 -0.53097960 -0.70072478 -0.18580590 -0.94382938 0.27324397 0.05965895
0.47649285 -0.53097960 0.70072478 -0.18580590 -0.94382938 -0.27324397 0.05965895
0.70072478 -0.53097960 -0.47649285 -0.27324397 -0.94382938 0.18580590 0.05965895
0.70072478 -0.53097960 0.47649285 -0.27324397 -0.94382938 -0.18580590 0.05965895
-0.94814454 -0.22055363 -0.22886247 -0.05139202 -0.99860151 -0.01240497 0.00684257
-0.98379465 -0.05811392 -0.16961977 -0.25495292 -0.96595381 -0.04395740 0.00047392
-0.98379465 -0.05811392 0.16961977 -0.25495292 -0.96595381 0.04395740 0.00047392
-0.94814454 -0.22055363 0.22886247 -0.05139202 -0.99860151 0.01240497 0.00684257
-0.85444427 -0.31729445 -0.41139910 0.05758093 -0.99795581 0.02772415 0.03640816
-0.85444427 -0.31729445 0.41139910 0.05758093 -0.99795581 -0.02772415 0.03640816
-0.47697086 -0.81688569 -0.32434019 0.55329661 -0.74317229 0.37624169 0.01525991
